before;after;;;
ngajar;mengajar;;;
ngajarin;mengajari;;;
ngaji;mengaji;;;
ngajuin;mengajukan;;;
ngak;tidak;;;
ngakaaaakkk;mengakak;;;
ngakak;mengakak;;;
ngakak;tertawa;;;
ngakakkk;mengakak;;;
ngaku;mengaku;;;
"ngaku\\""""";mengaku ngaku;;;
ngalah;mengalah;;;
ngalah;mengalah;;;
ngalahin;mengalahkan;;;
ngalir;mengalir;;;
ngalirrrrr;mengalir;;;
ngamatin;mengamati;;;
ngambek;mengambek;;;
ngambekan;ambekan;;;
ngambeknya;mengambeknya;;;
ngambil;mengambil;;;
nganbek;mengambek;;;
nganggepin;menanggapi;;;
ngangkat;mengangkat;;;
ngantar;mengantar;;;
nganteng;ganteng;;;
nganterin;mengantarkan;;;
ngantri;mengantri;;;
nganu;itu;;;
ngapa;mengapa;;;
ngapain;mengapai;;;
ngapasih;mengapa sih;;;
ngapus;menghapus;;;
ngarang;mengarang;;;
ngarep;mengharap;;;
ngareppppp;mengharap;;;
ngarsipin;mengarsipkan;;;
ngaruh;berpengaruh;;;
ngasi;mengasih;;;
ngasih;mengasih;;;
ngasih2;mengasih ngasih;;;
ngata2in;mengata ngatai;;;
ngata2in;mengatai ngatai;;;
ngatai;mengatai;;;
ngatur;mengatur;;;
ngayal;mengkhayal;;;
ngayal;mengkhayal;;;
ngcpin;mengucapkan;;;
ngebala;bala;;;
ngebales;membalas;;;
ngebales;membalas;;;
ngebandingin;membandingkan;;;
ngebantu;membantu;;;
ngebatin;membatin;;;
ngebayangin;membayangkan;;;
ngebedain;membedakan;;;
ngebela;membela;;;
ngebelain;membela;;;
ngebenci;membenci;;;
ngebet;ingin sekali;;;
ngebiarin;membiarkan;;;
ngeblur;samar;;;
ngebolehin;membolehkan;;;
ngebuktiin;membuktikan;;;
ngebully;mem bully;;;
ngecek;mengecek;;;
ngecek;mengecek;;;
nged;banget;;;
ngeditnya;mengeditnya;;;
ngeditnya;mengeditnya;;;
ngedukung;mendukung;;;
ngefans;fan;;;
ngefans;nge fans;;;
ngegaet;menggait;;;
ngegampar;menggampar;;;
ngegandeng;menggandeng;;;
ngegantiin;menggantikan;;;
ngegemesin;menggemaskan;;;
ngegmesin;menggemaskan;;;
ngeh;engah;;;
ngeh;sadar;;;
ngehakimi;menghakimi;;;
ngehancurin;menghancurkan;;;
ngehina;menghina;;;
ngehujat;menghujat;;;
ngehujat;menghujat;;;
ngeidealin;mengidealkan;;;
ngejadiin;menjadikan;;;
ngejatuhin;manjatuhkan;;;
ngejelek;menjelekkan;;;
ngejelek2in;menjelek jelekkan;;;
ngejilat;menjilat;;;
ngejuangin;memperjuangkan;;;
ngekeh;kekeh;;;
ngekek;mengekek;;;
ngelahirin;melahirkan;;;
ngelakuin;melakukan;;;
ngelamar;melamar;;;
ngelaporin;melaporkan;;;
ngelarang;melarang;;;
ngelawak;melawak;;;
ngelawan;melawan;;;
ngelewati;melewati;;;
ngeliat;melihat;;;
ngeliatin;melihati;;;
ngeliatnya;melihatnya;;;
ngelihat;melihat;;;
ngelihat;melihat;;;
ngelihatnya;melihatnya;;;
ngelirik;melirik;;;
ngelive;me live;;;
ngeluarin;mengeluarkan;;;
ngelucu;melucu;;;
ngembali;kembali;;;
ngemeng;mengomong;;;
ngepake';memakai;;;
ngepoin;mengepoi;;;
ngerampas;merampas;;;
ngerasa;merasa;;;
ngerasain;merasai;;;
ngerawat;merawat;;;
ngerayain;merayakan;;;
ngerebut;merebut;;;
"ngerebut\\""""";merebut rebut;;;
ngerendahin;merendahkan;;;
ngeresepnya;meresapnya;;;
ngerespon;merespons;;;
ngeri;takut;;;
ngeri2;ngeri ngeri;;;
ngeri2;ngeri ngeri;;;
ngerii;ngeri;;;
ngeriiiiii;ngeri;;;
ngerrrriiii;ngeri;;;
ngerti;paham;;;
ngertii;paham;;;
ngertiin;mengerti;;;
ngerussak;merusak;;;
ngeselin;mengesalkan;;;
nget;banget;;;
ngetik;mengetik;;;
ngets;banget;;;
ngets;banget;;;
ngetsz;banget;;;
ngettt;banget;;;
ngeuh;engah;;;
ngfans;fan;;;
ngg;tidak;;;
ngga;tidak;;;
nggak;tidak;;;
nggali;menggali;;;
nggeh;engah;;;
ngggk;tidak;;;
nggk;tidak;;;
ngidam;mengidam;;;
ngidamnya;mengidamnya;;;
ngiklan;mengiklan;;;
ngikutin;mengikuti;;;
ngilang;menghilang;;;
ngilangin;menghilangkan;;;
ngilerrrr;mengiler;;;
ngimpi;mimpi;;;
ngingetin;mengingatkan;;;
nginjek;menginjak;;;
ngintilin;mengintil;;;
ngintip;mengintip;;;
ngiri;mengiri;;;
ngiriii;mengiri;;;
ngirim;mengirim;;;
ngirimin;mengirim;;;
ngiringan;mengiringi;;;
ngiritya;mengiritnya;;;
ngitem;menghitam;;;
ngk;tidak;;;
ngkkkkkk;mengakak;;;
ngmg;mengomong;;;
ngmgin;mengomongkan;;;
ngmngin;mengomongkan;;;
ngmngin;mengomongkan;;;
ngmngnya;mengomongnya;;;
ngobrol;mengobrol;;;
ngoceh;mengoceh;;;
ngocok;mengocok;;;
ngolokin;mengolok;;;
ngom;mengomong;;;
ngom;mengomong;;;
ngomen;mengomentari;;;
ngomenin;mengomentari;;;
ngomentarin;mengomentari;;;
ngomentnya;mengomentarinya;;;
ngomng;mengomong;;;
ngomomg;mengomong;;;
ngomong;mengomong;;;
ngomong;omong;;;
ngomong;mengomong;;;
"ngomong\\""""";ngomong ngomong;;;
ngomongin;mengomongkan;;;
ngomongin;mengomongkan;;;
ngomongnya;mengomongnya;;;
ngorbanin;mengorbankan;;;
ngp;mengapa;;;
ngrasain;merasai;;;
ngrebut;merebut;;;
ngri;negeri;;;
ngriii;mengiri;;;
ngrti;paham;;;
ngrusak;merusak;;;
ngrusin;mengurusi;;;
ngtain;mengatai;;;
ngtain;mengatai;;;
ngtif;negatif;;;
nguburin;menguburkan;;;
ngucapin;mengucapkan;;;
ngulangin;mengulangi;;;
ngumbar;mengumbar;;;
ngumbar2;mengumbar umbar;;;
ngumpat2;mengumpat ngumpat;;;
"ngumpet\\""""";mengumpet ngumpet;;;
ngumung;mengomong;;;
ngungkit2;mengungkit ungkit;;;
ngurus;mengurus;;;
ngurusan;mengurusi;;;
ngurusin;uruskan;;;
nh;nih;;;
nha;nya;;;
ni;ini;;;
ni;nih;;;
nich;nih;;;
nie;nih;;;
nie;ini;;;
nih2;nih nih;;;
nihh;nih;;;
nihhh;nih;;;
nii;ini;;;
nii;ini;;;
niih;nih;;;
niihh;nih;;;
niiih;nih;;;
niiihh;nih;;;
niiiihh;nih;;;
nikaah;nikah;;;
nikahin;menikahi;;;
nikmatin;menikmati;;;
nikmatin;menikmati;;;
nilai2;nilai nilai;;;
nimpuk;menimpuk;;;
ninggalin;meninggalkan;;;
ninggiin;meninggikan;;;
niru;meniru;;;
niyyyyhhhh;nih;;;
njay;anjay;;;
njayyy;anjay;;;
njerr;anjir;;;
njiirr;anjir;;;
njir;anjir;;;
njirr;anjir;;;
njirrr;anjir;;;
njrittt;anjir;;;
nlpn;telpon;;;
nm;nama;;;
nmbah;bertambah;;;
nmbah;menambah;;;
nmbk;menembak;;;
nmnya;namanya;;;
nmpk;nampak;;;
nmr;nomor;;;
nnt;nanti;;;
nnti;nanti;;;
nntn;menonton;;;
nnton;menonton;;;
nnya;bertanya;;;
no;tidak;;;
nobar;menonton bareng;;;
nolongin;menolong;;;
nomer;nomor;;;
nongol;muncul;;;
nonton;menonton;;;
nontonnnn;menonton;;;
nontonny;menontonnya;;;
nontonx;menontonnya;;;
nontonx;menontonnya;;;
nontonya;menontonnya;;;
nontoonnn;menonton;;;
norak;mencolok;;;
not;tidak;;;
novembr;november;;;
nraktir;mentraktir;;;
nrka;neraka;;;
nt;nanti;;;
ntab;mantab;;;
ntaf;mantap;;;
ntah;entah;;;
ntap;mantap;;;
ntap;mantap;;;
ntappp;mantap;;;
ntapsss;mantap;;;
ntar;entar;;;
ntar;nanti;;;
nti;nanti;;;
ntik;cantik;;;
ntikk;cantik;;;
ntn;menonton;;;
nton;menonton;;;
ntr;entar;;;
ntr;nanti;;;
ntu;itu;;;
nuduh;menuduh;;;
nulis;menulis;;;
nunda;menunda;;;
nunduk;menunduk;;;
nunggu;menunggu;;;
nungguin;menunggu;;;
nuntasin;menuntaskan;;;
nuntut;menuntut;;;
nusuk;menusuk;;;
"nutup\\""in""";menutup nutupi;;;
nutupin;menutupi;;;
ny;nya;;;
nyaa;nya;;;
nyaaa;nya;;;
nyaaaa;nya;;;
nyaaaaaaa;nya;;;
nyaaaaaaaaa;nya;;;
nyaaaaaaaaaaaaa;nya;;;
nyadar;menyadari;;;
nyadar;sadar;;;
nyah;nya;;;
nyakitin;menyakiti;;;
nyalahin;menyalahkan;;;
nyamain;menyamakan;;;
nyambet;menyambat;;;
nyambung;menyambung;;;
nyambungin;menyambung;;;
nyampah;menyampah;;;
nyampe;sampai;;;
nyampein;menyampaikan;;;
nyampenya;sampainya;;;
nyanding;bersanding;;;
nyangka;menyangka;;;
nyangkutnya;menyangkutnya;;;
nyanyiin;menyanyikan;;;
nyanyiin;nyanyikan;;;
nyanyiin;menyanyi;;;
nyanyiin;menyanyikan;;;
nyaranin;menyarani;;;
nyaranin;menyarankan;;;
nyari;mencari;;;
nyaru;menyaru;;;
nyatakan;menyatakan;;;
nyatakan;menyatakan;;;
nyatok;mencatok;;;
nyaut;menyaut;;;
nye;nya;;;
nyebelin;menyebalkan;;;
nyebur;mencebur;;;
nyebut2;menyebut nyebut;;;
nyebutin;menyebutkan;;;
nyela;mencela;;;
nyelesain;menyelesaikan;;;
nyempetin;menyempatkan;;;
nyender;menyandar;;;
nyenengin;menyenangkan;;;
nyengir;menyengir;;;
nyeniii;menyeni;;;
nyeplak;menjiplak;;;
nyerang;menyerang;;;
nyerocooooos;mencerocos;;;
nyerocos;mencerocos;;;
nyesek;menyesak;;;
nyesel;menyesal;;;
nyesell;menyesal;;;
nyet;monyet;;;
nyet;monyet;;;
nyia2in;menyia nyiakan;;;
nyimak;menyimak;;;
nyimpen;menyimpan;;;
nyindir;menyindir;;;
nyinyirin;nyinyir;;;
nyir2;nyinyir;;;
nyium;mencium;;;
nyo;nya;;;
nyoba;mencoba;;;
nyobain;mencoba;;;
nyok;ayo;;;
nyokap;ibu;;;
nyolong;mencolong;;;
nyolot;menyolot;;;
nyolotinnnn;menyolot;;;
nyta;nyata;;;
nyubit;mencubit;;;
nyubitt;mencubit;;;
nyupir;menyopir;;;
nyuruh;menyuruh;;;
nyusahhin;menyusahkan;;;
nyusahin;menyusahkan;;;
nyusul;menyusul;;;
oalaaaa;walah;;;
obatt;obat;;;
oce;oke;;;
ohh;oh;;;
ohhhh;oh;;;
ohiya;oh iya;;;
oi;woy;;;
okk;oke;;;
oles2;oles oles;;;
oma2;oma oma;;;
omaaaaaaakk;oma;;;
omdo;omong doang;;;
omdo;omong doang;;;
omg;oh my god;;;
omgg;oh my god;;;
omggg;oh my god;;;
omo;astaga;;;
omomomo;astaga;;;
omongin;mengomongkan;;;
omongin;omongkan;;;
omooo;astaga;;;
omset;omzet;;;
omset;omzet;;;
ongkiir;ongkir;;;
ongkir;ongkos kirim;;;
ongkirnya;ongkos kirimnya;;;
ongkirr;ongkir;;;
only;hanya;;;
ono;sono;;;
onoh;sono;;;
ooh;oh;;;
oohhh;oh;;;
oom;om;;;
ooo;oh;;;
oooh;oh;;;
oplas;operasi plastik;;;
oppa;kakak;;;
oprasi;operasi;;;
oprasiya;operasinya;;;
or;orang;;;
orabg;orang;;;
"orang\\""""";orang orang;;;
"orang\\""nya""";orang orangnya;;;
orang2;orang orang;;;
orangg;orang;;;
order;memesan;;;
org;orang;;;
org2;orang orang;;;
orgil;orang gila;;;
orgny;orangnya;;;
orgtuanya;orang tuanya;;;
ori;orisinal;;;
orlaen;orang lain;;;
orng;orang;;;
orrunya;orang tuanya;;;
ortu;orang tua;;;
ortuny;orang tuanya;;;
ortunya;orang tuanya;;;
ospek;orientasi siswa;;;
otakku;otak saya;;;
otokke;bagaimana;;;
otot2;otot otot;;;
ovt;overthinking;;;
owalaah;walah;;;
owe;saya;;;
owh;oh;;;
ownern;owner nya;;;
ownernya;owner nya;;;
pa;apa;;;
pa;apa;;;
pa2;apa apa;;;
paaak;pak;;;
paan;apaan;;;
paati;pasti;;;
pacara;pacaran;;;
pacarane;pacarannya;;;
pacaranya;pacarannya;;;
pacarn;pacaran;;;
pacarnyaa;pacarnya;;;
pacarr;pacar;;;
pacarrr;pacar;;;
packagingny;packaging nya;;;
packagingnya;packaging nya;;;
packangingnya;packaging nya;;;
padahall;padahal;;;
padahl;padahal;;;
padet;padat;;;
padetan;padatan;;;
padhe;pakde;;;
padhl;padahal;;;
pahalax;pahalanya;;;
pahamin;pahami;;;
pahamin;memahami;;;
pahamkan;paham bukan;;;
pait;pahit;;;
pak;bapak;;;
pake;pakai;;;
pakek;pakai;;;
pakenya;pakainya;;;
pakke;pakai;;;
paksain;memaksa;;;
paksain;memaksakan;;;
pala;kepala;;;
palgi;apalagi;;;
palinf;paling;;;
palingann;palingan;;;
pan;kapan;;;
pandanginya;memandanginya;;;
panggilan'y;panggilannya;;;
panggilan'ya;panggilannya;;;
panglingg;pangling;;;
pankapan;kapan kapan;;;
pans;fan;;;
pantes;pantas;;;
pantesan;pantasan;;;
pantesannn;pantasan;;;
pantess;pantas;;;
papahhhnya;papahnya;;;
papiii;papi;;;
para2;parah parah;;;
paraa;para;;;
paraaah;parah;;;
paraah;parah;;;
paraahhh;parah;;;
parahh;parah;;;
parahhh;parah;;;
paripurnahh;paripurna;;;
parsis;persis;;;
pas2an;pas pasan;;;
pasangn;pasangan;;;
"pasien\\""nya""";pasien pasiennya;;;
paskae;saat itu;;;
pass;pas;;;
passs;pas;;;
past;pasti;;;
pastii;pasti;;;
pastii;pasti;;;
payahh;payah;;;
pc;photocard;;;
pcar;pacar;;;
pcaran;pacaran;;;
pcaran;pacaran;;;
pcaranya;pacarannya;;;
pcarny;pacarnya;;;
pcarny;pacarnya;;;
pcnya;photocard nya;;;
pcr;pacar;;;
pcran;pacaran;;;
pcrn;pacaran;;;
pcrnya;pacarnya;;;
pcs;pieces;;;
pd;pada;;;
pd;percaya diri;;;
pda;pada;;;
pdahal;padahal;;;
pdhal;padahal;;;
pdhall;padahal;;;
pdhl;padahal;;;
pdng;padang;;;
pecahhg;pecah;;;
pecinta;pencinta;;;
pede;percaya diri;;;
pedes;pedas;;;
pedesssss;pedas;;;
peduliin;mempedulikan;;;
pedulilaaaah;pedulilah;;;
peen;ingin;;;
peengn;ingin;;;
pegang2;pegang pegang;;;
pegangin;memegang;;;
pelastik;plastik;;;
peleotin;meleot;;;
peliharaaaa;pelihara;;;
pelwak;pelawak;;;
pemainy;pemainnya;;;
pen;ingin;;;
penasaraaann;penasaran;;;
penasarannnn;penasaran;;;
penasarn;penasaran;;;
penbelian;pembelian;;;
pencinta;pecinta;;;
pengalam;pengalaman;;;
pengan;ingin;;;
penganten;pengantin;;;
pengeeenn;ingin;;;
pengen;ingin;;;
pengen;ingin;;;
pengenn;ingin;;;
pengennn;ingin;;;
pengennnn;ingin;;;
penghrgaan;penghargaan;;;
pengikuy;pengikut;;;
pengn;ingin;;;
pengrusak;perusak;;;
pensaran;penasaran;;;
pentass;pentas;;;
pentingg;penting;;;
penyakitny;penyakitnya;;;
penyanyi2;penyanyi penyanyi;;;
penyebab2;penyebab penyebab;;;
peragain;peragakan;;;
perasaanny;perasaannya;;;
perbaikin;memperbaiki;;;
perbulannn;perbulan;;;
percya;percaya;;;
percya;percaya;;;
perfangirlan;per fangirl an;;;
perhatiam;perhatian;;;
perhatiin;perhatikan;;;
perilakuny;perilakunya;;;
perjabatt;pejabat;;;
permasalhkan;permasalahkan;;;
perna;pernah;;;
pernikahn;pernikahan;;;
personill;personil;;;
pertamany;pertamanya;;;
pertma;pertama;;;
perubut;perebut;;;
pesen;pesan;;;
pesen;pesan;;;
petinggi2;petinggi petinggi;;;
petjahh;pecah;;;
pg;pagi;;;
pgen;ingin;;;
pgi;pagi;;;
pgin;ingin;;;
pgn;ingin;;;
pgnnya;inginnya;;;
photocardnya;photocard nya;;;
pi;tapi;;;
pic;picture;;;
piiiilih;pilih;;;
piiink;pink;;;
"pikir\\""""";pikir pikir;;;
pilihannny;pilihannya;;;
pilihnmu;pilihanmu;;;
pilm;film;;;
pingin;ingin;;;
pinginnn;ingin;;;
pinkkkk;pink;;;
pinter;pintar;;;
pintr;pintar;;;
pioneer;pionir;;;
pipine;pipinya;;;
pipinyaaa;pipinya;;;
pipi'y;pipinya;;;
pisan;banget;;;
pjang;pajang;;;
pjg;panjang;;;
pk;pakai;;;
pkai;pakai;;;
pke;pakai;;;
pkee;pakai;;;
pkek;pakai;;;
pkk;pakai;;;
pkoknya;pokoknya;;;
pkoknyaa;pokoknya;;;
pkrin;pikirkan;;;
pla;pula;;;
plampiasannn;pelampiasan;;;
plg;pulang;;;
pling;paling;;;
pling;paling;;;
plis;please;;;
pliss;please;;;
plissss;please;;;
pljaran;pelajaran;;;
pljrn;pelajaran;;;
pls;please;;;
plsa;pulsa;;;
plspls;please please;;;
plss;please;;;
pluk;peluk;;;
plz;please;;;
pmbantu;pembantu;;;
pmbelajaran;pembelajaran;;;
pmbyran;pembayaran;;;
pndah;pindah;;;
pndang;pandang;;;
pndapat;pendapat;;;
pngen;ingin;;;
pngenn;ingin;;;
pngn;ingin;;;
pnjang;panjang;;;
pnjerumus;penjerumus;;;
pnjng;panjang;;;
pnjual;penjual;;;
pnting;penting;;;
pnuh;penuh;;;
pny;punya;;;
pnya;punya;;;
pnyaa;punya;;;
poko;pokok;;;
pokok'a;pokoknya;;;
pokonya;pokoknya;;;
poll;pol;;;
polll;pol;;;
pollll;pol;;;
ponakn;ponakan;;;
poollll;pol;;;
poool;pol;;;
poooolllll;pol;;;
positippp;positif;;;
posthink;positive thinking;;;
postingannya;postingan nya;;;
potocardnya;photocard nya;;;
ppa;papa;;;
praktekin;mempraktikkan;;;
prasaan;perasaan;;;
prawatan;perawatan;;;
prcuma;percuma;;;
prcy;percaya;;;
prcya;percaya;;;
prempuan;perempuan;;;
prh;parah;;;
prhatian;perhatian;;;
prinadi;pribadi;;;
prjuangan;perjuangan;;;
prlu;perlu;;;
prmpuan;perempuan;;;
prnah;pernah;;;
prnh;pernah;;;
prodac;produk;;;
prodak;produk;;;
prodaknya;produknya;;;
prodaknya;produknya;;;
product;produk;;;
produknyaa;produknya;;;
promil;program hamil;;;
promoin;mempromosi;;;
promoo;promo;;;
promosiin;mempromosi;;;
protestin;protestan;;;
proud;bangga;;;
prsatukn;persatukan;;;
prtamax;pertamanya;;;
prwatn;perawatan;;;
prwtn;perawatan;;;
ps;pas;;;
psangan;pasangan;;;
psgn;pasangan;;;
pst;pasti;;;
psti;pasti;;;
pu;punya;;;
pucing;pusing;;;
pukulin;pukuli;;;
pulaa;pula;;;
pulak;pula;;;
punn;pun;;;
punyaaa;punya;;;
pura2;pura pura;;;
pusingggg;pusing;;;
putihh;putih;;;
putihnyaa;putihnya;;;
px;punya;;;
py;punya;;;
pyudara;payudara;;;
q;saya;;;
qaqaaaa;kakak;;;
qm;kamu;;;
qmu;kamu;;;
qo;kok;;;
qt;kita;;;
qta;kita;;;
qu;ku;;;
quiz;kuis;;;
rada;agak;;;
rajin2;rajin rajin;;;
rame;ramai;;;
rame2;rame rame;;;
rana;ranah;;;
rapackage;repackage;;;
rapackaging;repackaging;;;
rapih;rapi;;;
rasaiin;rasai;;;
rasain;merasai;;;
rasakn;rasakan;;;
rata2;rata rata;;;
rb;ribu;;;
rebahan;berbaring;;;
recomendasinya;rekomendasinya;;;
recommendasi;rekomendasi;;;
redho;ridho;;;
rejeki;rezeki;;;
rekomen;rekomendasi;;;
rekomendain;rekomendasikan;;;
rekomendasiiin;merekomendasikan;;;
rekomendasiin;merekomendasikan;;;
rekomendasiin;rekomendasikan;;;
rekomndd;rekomendasi;;;
relaaaa;rela;;;
remang2;remang remang;;;
rempong;repot;;;
repnya;reply nya;;;
repong;repot;;;
repot2;repot repot;;;
request;permintaan;;;
review;ulasan;;;
rezeqinya;rezekinya;;;
rezki;rezeki;;;
riaricis;ria ricis;;;
ributin;meributkan;;;
rinduuuuuuu;rindu;;;
rinduuuuuuuuu;rindu;;;
rinduuuuuuuuuu;rindu;;;
rmbt;rambut;;;
rmbut;rambut;;;
rmbutnya;rambutnya;;;
rmbuut;rambut;;;
rmh;rumah;;;
romantisny;romatisnya;;;
romantiss;romantis;;;
romantiz;romantis;;;
romntis;romantis;;;
routine;rutin;;;
rpt2;repot repot;;;
rumh;rumah;;;
rumpiin;rumpi;;;
rupa2nya;rupa rupanya;;;
rusakkk;rusak;;;
s;si;;;
s;sih;;;
s*inetr*n;sinetron;;;
s3ndiri;sendiri;;;
sa;star ambassador;;;
saat2;saat saat;;;
saayyyyy;say;;;
sabaarrr;sabar;;;
sabal;sabar;;;
sabaro;sabar;;;
sabarrr;sabar;;;
sabarrrrr;sabar;;;
sabi;bisa;;;
sabilah;bisalah;;;
sad;sedih;;;
sadis2;sadis sadis;;;
sahabatt;sahabat;;;
saiful;saipul;;;
saiki;sekarang;;;
salaam;salam;;;
salahin;salahkan;;;
salammmm;salam;;;
salehah;salihah;;;
salfok;salah fokus;;;
salluutt;salut;;;
saltummmm;salah kostum;;;
sam;sama;;;
sama;dengan;;;
"sama\\""""";sama sama;;;
sama2;sama sama;;;
samaa;sama;;;
samaaa;sama;;;
samaan;tersamai;;;
samara;sakinah mawadah rahman;;;
samara;sakinah mawadah rahman;;;
samoga;semoga;;;
sampai2;sampai sampai;;;
sampe;sampai;;;
sampein;sampaikan;;;
sampek;sampai;;;
sampis;sampah habis;;;
sampw;sampai;;;
sangaaattt;sangat;;;
sangat2;sangat sangat;;;
sangattt;sangat;;;
sanggat;sangat;;;
sangt;sangat;;;
santab;santap;;;
sapa;siapa;;;
sapa2;sapa sapa;;;
saranghae;cinta;;;
saranghae;cinta kamu;;;
saranin;sarankan;;;
saranin;menyarankan;;;
sasama;sesama;;;
satupunn;satupun;;;
satuu;satu;;;
satuuuuu;satu;;;
saudaraaa;saudara;;;
saudra;saudara;;;
saya2;saya saya;;;
sayaa;saya;;;
sayaang;sayang;;;
sayangg'';sayang sayang;;;
sayanggg;sayang;;;
sayangggq;sayang saya;;;
sayangkuh;sayang saya;;;
sayangkuu;sayang saya;;;
sayangkuuuuu;sayang saya;;;
sayangx;sayangnya;;;
sayy;sayang;;;
sayyy;say;;;
sbagai;sebagai;;;
sbaiknya;sebaiknya;;;
sbb;sebab;;;
sbbrnya;sebenarnya;;;
sbbyak;sebanyak;;;
sbelah;sebelah;;;
sbelum;sebelum;;;
sbenernya;sebenarnya;;;
sbg;sebagai;;;
sbgai;sebagai;;;
sbhabat;sahabat;;;
sblah;sebelah;;;
sblh;sebelah;;;
sblm;sebelum;;;
sblmny;sebelumnya;;;
sblmnya;sebelumnya;;;
sblum;sebelum;;;
sbnarnya;sebenarnya;;;
sbnrny;sebenarnya;;;
sbnyak;sebanyak;;;
sbr;sabar;;;
sbuah;sebuah;;;
sby;surabaya;;;
scarl;scarlett;;;
scarlet;scarlett;;;
scarlettnya;scarlett nya;;;
scarlettxsong;scarlett x song;;;
scartlett;scarlett;;;
scpatny;secepatnya;;;
scr;secara;;;
scra;secara;;;
scrlet;scarlett;;;
scrlet;scarlett;;;
scrubnya;scrub nya;;;
sdah;sudah;;;
sdg;sedang;;;
sdgkn;sedangkan;;;
sdh;sudah;;;
sdkit;sedikit;;;
sdkit2;sedikit sedikit;;;
sdkt;sedikit;;;
sdri;sendiri;;;
seandainy;seandainya;;;
"sebaik\\""""";sebaik baik;;;
sebelum2nya;sebelum sebelumnya;;;
sebelumbya;sebelumnya;;;
sebenernya;sebenarnya;;;
sebnyak;sebanyak;;;
"seburuk\\""""";seburuk buruk;;;
seburuk2;seburuk buruk;;;
secepetnya;secepatnya;;;
secondhand;second hand;;;
sedangkn;sedangkan;;;
sedihh;sedih;;;
sedihhh;sedih;;;
sedikitlaahh;sedikitlah;;;
see;sih;;;
seeeemua;semua;;;
seeh;sih;;;
seehh;sih;;;
seengganya;setidaknya;;;
"segala\\""ny""";segala galanya;;;
segala2nya;segala galanya;;;
segala2nya;segala galanya;;;
segede;sebesar;;;
seger;segar;;;
segerr;segar;;;
segerrrr;segar;;;
segitunya;sebegitunya;;;
segtu;sebegitu;;;
seh;sih;;;
seharusny;seharusnya;;;
sehat2;sehat sehat;;;
sehh;sih;;;
seindonesiyah;seindonesia;;;
sek;sebentar;;;
sekaeang;sekarang;;;
sekali2;sekali kali;;;
sekalii;sekali;;;
sekaliiii;sekali;;;
sekaliiiii;sekali;;;
sekangen2;sekangen kangen;;;
sekarng;sekarang;;;
sekedar;hanya;;;
sekinclong;seberkilau;;;
seklian;sekalian;;;
sekolahin;sekolahkan;;;
sekolahin;sekolahkan;;;
sekrang;sekarang;;;
sekrng;sekarang;;;
seksii;seksi;;;
selaloe;selalu;;;
selaluu;selalu;;;
selca;self camera;;;
selebgram;selebriti instagram;;;
sellow;selow;;;
selmat;selamat;;;
selmnya;selamanya;;;
selmt;selamat;;;
seluru;seluruh;;;
semalem;semalam;;;
semangaatt;semangat;;;
semangaatttt;semangat;;;
semangatt;semangat;;;
semangattt;semangat;;;
sembuhin;menyembuhkan;;;
"sembunyi\\""\""\""""";sembunyi sembunyi;;;
semngat;semangat;;;
semngat;semangat;;;
semogaa;semoga;;;
sempet;sempat;;;
semptember;september;;;
sempurnaa;sempurna;;;
sempurnaaaaa;sempurna;;;
semuaaa;semua;;;
semuaaaa;semua;;;
semuannyaaa;semuanya;;;
semuanyaa;semuanya;;;
semuanyaaaa;semuanya;;;
senang2;senang senang;;;
senangat;semangat;;;
sendeng;senang;;;
sendirii;sendiri;;;
sendirinnya;sendirinya;;;
sendirinyya;sendirinya;;;
sendirir;sendiri;;;
sendri;sendiri;;;
seneeeeeng;senang;;;
seneng;senang;;;
senengg;senang;;;
senenggg;senang;;;
senengggg;senang;;;
senengin;senangi;;;
senengnya;senangnya;;;
senyumin;senyumi;;;
senyumna;senyumnya;;;
seonho;seon ho;;;
seorg;seorang;;;
sepadan;sebanding;;;
serasiii;serasi;;;
serem;seram;;;
"serem\\""""";seram seram;;;
serem2;seram seram;;;
sering2;sering sering;;;
seriously;seriusan;;;
seriusaaannnn;seriusan;;;
seriusannnn;seriusan;;;
seriuss;serius;;;
seru2;seru seru;;;
seru2an;seru seruan;;;
seruu;seru;;;
seruuu;seru;;;
sesatt;sesat;;;
sesekk;sesak;;;
sesempetnya;sesempatnya;;;
seseneng;sesenang;;;
setabil;stabil;;;
setaunan;setahunan;;;
setelur2nya;setelur telurnya;;;
seterong;setrong;;;
setju;setuju;;;
settingan;setting an;;;
setujuuu;setuju;;;
setujuuuu;setuju;;;
sewain;menyewa;;;
sexi;seksi;;;
sexi2;seksi seksi;;;
sexxi;seksi;;;
sey;sih;;;
sg;instagram story;;;
sgampang;segampang;;;
sgla;segala;;;
sgt;sangat;;;
sgtu;sebegitu;;;
sgtu'y;sebegitunya;;;
shaaaay;say;;;
shaay;say;;;
shabat;sahabat;;;
sharusnya;seharusnya;;;
shat;sehat;;;
shay;say;;;
shayy;say;;;
shbat;sahabat;;;
shock;kaget;;;
sholihah;salihah;;;
shopeenya;shopee nya;;;
sia2kan;sia siakan;;;
siapa2;siapa siapa;;;
siapaa;siapa;;;
siapayahh;siapa ya;;;
siappa;siapa;;;
sibukx;sibuknya;;;
sich;sih;;;
sichh;sih;;;
sichhhhhhhhhh;sih;;;
sie;sih;;;
sihat;sehat;;;
sihh;sih;;;
sihhh;sih;;;
